karte,tag_a,tag_b,basislaenge_klasse,d_ref_m,d_karte_m,fehler_mm,rel_fehler_ppm
Kartierung Versuch 3,3,54,1-2 m,1.968146,1.978355,10.2091,5187.19
Kartierung Versuch 3,3,55,1-2 m,1.536750,1.549170,12.4197,8081.80
Kartierung Versuch 3,3,56,1-2 m,1.536750,1.540613,3.8636,2514.12
Kartierung Versuch 3,3,57,1-2 m,1.874460,1.884896,10.4357,5567.29
Kartierung Versuch 3,3,58,1-2 m,1.874460,1.892741,18.2815,9752.96
Kartierung Versuch 3,3,59,2-3 m,2.366770,2.382073,15.3029,6465.72
Kartierung Versuch 3,3,60,2-3 m,2.366770,2.387546,20.7756,8778.05
Kartierung Versuch 3,3,61,1-2 m,1.399428,1.406502,7.0738,5054.81
Kartierung Versuch 3,3,62,1-2 m,1.223765,1.234669,10.9043,8910.47
Kartierung Versuch 3,3,63,1-2 m,1.938659,1.949976,11.3165,5837.29
Kartierung Versuch 3,3,64,1-2 m,1.815930,1.829674,13.7450,7569.11
Kartierung Versuch 3,3,65,1-2 m,1.399428,1.410926,11.4980,8216.21
Kartierung Versuch 3,3,66,1-2 m,1.223765,1.230690,6.9258,5659.40
Kartierung Versuch 3,3,67,1-2 m,1.938659,1.952011,13.3515,6886.97
Kartierung Versuch 3,3,68,1-2 m,1.815930,1.828188,12.2587,6750.64
Kartierung Versuch 3,3,100,1-2 m,1.548419,1.560942,12.5230,8087.64
Kartierung Versuch 3,3,101,1-2 m,1.295222,1.304512,9.2898,7172.40
Kartierung Versuch 3,3,102,1-2 m,1.295222,1.298853,3.6314,2803.67
Kartierung Versuch 3,3,103,1-2 m,1.548419,1.551482,3.0630,1978.16
Kartierung Versuch 3,3,104,1-2 m,1.116065,1.127075,11.0103,9865.30
Kartierung Versuch 3,3,105,0-1 m,0.747061,0.753271,6.2104,8313.07
Kartierung Versuch 3,3,106,0-1 m,0.747061,0.746428,-0.6330,-847.28
Kartierung Versuch 3,3,107,1-2 m,1.116065,1.116644,0.5795,519.20
Kartierung Versuch 3,3,108,2-3 m,2.100857,2.116356,15.4988,7377.38
Kartierung Versuch 3,3,109,1-2 m,1.501200,1.512720,11.5204,7674.15
Kartierung Versuch 3,3,110,1-2 m,1.501200,1.510513,9.3131,6203.80
Kartierung Versuch 3,3,111,2-3 m,2.100857,2.113107,12.2497,5830.81
Kartierung Versuch 3,3,112,2-3 m,2.168317,2.182139,13.8219,6374.47
Kartierung Versuch 3,3,113,1-2 m,1.594240,1.603624,9.3841,5886.22
Kartierung Versuch 3,3,114,1-2 m,1.594240,1.605898,11.6581,7312.63
Kartierung Versuch 3,3,115,2-3 m,2.168317,2.182515,14.1976,6547.77
Kartierung Versuch 3,3,116,1-2 m,1.452446,1.459989,7.5430,5193.33
Kartierung Versuch 3,3,117,1-2 m,1.192518,1.200582,8.0639,6762.05
Kartierung Versuch 3,3,118,1-2 m,1.192518,1.205387,12.8683,10790.84
Kartierung Versuch 3,3,119,1-2 m,1.452446,1.467644,15.1981,10463.78
Kartierung Versuch 3,3,120,1-2 m,1.958979,1.971812,12.8328,6550.78
Kartierung Versuch 3,3,121,1-2 m,1.765673,1.780215,14.5425,8236.25
Kartierung Versuch 3,3,122,1-2 m,1.765673,1.783339,17.6659,10005.17
Kartierung Versuch 3,3,123,1-2 m,1.958979,1.978516,19.5370,9973.06
Kartierung Versuch 3,3,200,2-3 m,2.136498,2.154104,17.6054,8240.30
Kartierung Versuch 3,3,202,2-3 m,2.410939,2.424161,13.2221,5484.21
Kartierung Versuch 3,3,203,2-3 m,2.410939,2.428410,17.4712,7246.63
Kartierung Versuch 3,4,5,0-1 m,0.240000,0.242279,2.2787,9494.73
Kartierung Versuch 3,4,6,0-1 m,0.536656,0.542878,6.2212,11592.53
Kartierung Versuch 3,4,7,0-1 m,0.240000,0.242342,2.3422,9759.36
Kartierung Versuch 3,4,8,0-1 m,0.536656,0.539873,3.2169,5994.28
Kartierung Versuch 3,4,9,0-1 m,0.240000,0.242104,2.1038,8765.78
Kartierung Versuch 3,4,10,0-1 m,0.720000,0.726323,6.3231,8782.13
Kartierung Versuch 3,4,11,0-1 m,0.536656,0.542845,6.1889,11532.41
Kartierung Versuch 3,4,12,0-1 m,0.536656,0.540107,3.4507,6430.01
Kartierung Versuch 3,4,13,0-1 m,0.339411,0.341371,1.9594,5773.04
Kartierung Versuch 3,4,14,0-1 m,0.758947,0.766731,7.7840,10256.30
Kartierung Versuch 3,4,15,0-1 m,0.339411,0.343767,4.3556,12832.90
Kartierung Versuch 3,4,16,0-1 m,0.758947,0.764215,5.2682,6941.42
Kartierung Versuch 3,4,17,0-1 m,0.480000,0.484130,4.1302,8604.69
Kartierung Versuch 3,4,18,0-1 m,0.678823,0.686955,8.1322,11979.86
Kartierung Versuch 3,4,19,0-1 m,0.480000,0.484515,4.5147,9405.72
Kartierung Versuch 3,4,20,0-1 m,0.678823,0.682884,4.0617,5983.42
Kartierung Versuch 3,4,21,0-1 m,0.536656,0.539451,2.7944,5207.07
Kartierung Versuch 3,4,22,0-1 m,0.865332,0.874713,9.3808,10840.73
Kartierung Versuch 3,4,23,0-1 m,0.536656,0.542619,5.9631,11111.66
Kartierung Versuch 3,4,24,0-1 m,0.865332,0.870645,5.3130,6139.89
Kartierung Versuch 3,4,25,0-1 m,0.480000,0.483831,3.8309,7981.06
Kartierung Versuch 3,4,26,0-1 m,0.960000,0.967571,7.5712,7886.71
Kartierung Versuch 3,4,27,0-1 m,0.536656,0.540139,3.4824,6489.10
Kartierung Versuch 3,4,28,0-1 m,0.536656,0.542607,5.9506,11088.34
Kartierung Versuch 3,4,29,0-1 m,0.989545,0.998704,9.1584,9255.16
Kartierung Versuch 3,4,30,0-1 m,0.989545,0.996250,6.7042,6775.00
Kartierung Versuch 3,4,31,0-1 m,0.678823,0.681824,3.0019,4422.15
Kartierung Versuch 3,4,32,0-1 m,0.678823,0.686384,7.5616,11139.32
Kartierung Versuch 3,4,33,1-2 m,1.073313,1.083621,10.3084,9604.29
Kartierung Versuch 3,4,34,1-2 m,1.073313,1.079438,6.1258,5707.35
Kartierung Versuch 3,4,35,1-2 m,1.223765,1.238313,14.5482,11888.10
Kartierung Versuch 3,4,36,0-1 m,0.960000,0.966966,6.9656,7255.80
Kartierung Versuch 3,4,37,1-2 m,1.223765,1.226835,3.0706,2509.13
Kartierung Versuch 3,4,38,1-2 m,1.440000,1.449905,9.9047,6878.26
Kartierung Versuch 3,4,39,1-2 m,1.252837,1.262156,9.3197,7438.87
Kartierung Versuch 3,4,40,1-2 m,1.464787,1.482114,17.3273,11829.23
Kartierung Versuch 3,4,41,1-2 m,1.252837,1.261071,8.2347,6572.82
Kartierung Versuch 3,4,42,1-2 m,1.464787,1.466988,2.2017,1503.05
Kartierung Versuch 3,4,43,2-3 m,2.040000,2.053097,13.0965,6419.87
Kartierung Versuch 3,4,44,1-2 m,1.815930,1.835191,19.2618,10607.13
Kartierung Versuch 3,4,45,1-2 m,1.560000,1.571234,11.2341,7201.36
Kartierung Versuch 3,4,46,1-2 m,1.815930,1.822068,6.1387,3380.50
Kartierung Versuch 3,4,47,1-2 m,1.835647,1.850185,14.5383,7919.97
Kartierung Versuch 3,4,48,1-2 m,1.986353,2.006820,20.4663,10303.48
Kartierung Versuch 3,4,49,1-2 m,1.835647,1.845119,9.4720,5160.03
Kartierung Versuch 3,4,50,1-2 m,1.986353,1.994096,7.7421,3897.62
Kartierung Versuch 3,4,51,2-3 m,2.160000,2.175634,15.6336,7237.80
Kartierung Versuch 3,4,52,2-3 m,2.640000,2.655609,15.6088,5912.41
Kartierung Versuch 3,4,53,2-3 m,2.040000,2.051299,11.2994,5538.90
Kartierung Versuch 3,4,54,2-3 m,2.305125,2.317047,11.9227,5172.25
Kartierung Versuch 3,4,55,1-2 m,1.536750,1.548196,11.4466,7448.59
Kartierung Versuch 3,4,56,1-2 m,1.874460,1.880157,5.6973,3039.44
Kartierung Versuch 3,4,57,1-2 m,1.536750,1.545501,8.7511,5694.57
Kartierung Versuch 3,4,58,1-2 m,1.874460,1.893234,18.7741,10015.72
Kartierung Versuch 3,4,59,2-3 m,2.040000,2.053905,13.9050,6816.17
Kartierung Versuch 3,4,60,2-3 m,2.305125,2.326090,20.9657,9095.28
Kartierung Versuch 3,4,61,1-2 m,1.073313,1.078524,5.2118,4855.77
Kartierung Versuch 3,4,62,1-2 m,1.073313,1.083906,10.5930,9869.47
Kartierung Versuch 3,4,63,1-2 m,1.632176,1.641589,9.4121,5766.57
Kartierung Versuch 3,4,64,1-2 m,1.632176,1.644883,12.7066,7785.10
Kartierung Versuch 3,4,65,1-2 m,1.517893,1.530205,12.3115,8110.94
Kartierung Versuch 3,4,66,1-2 m,1.517893,1.526375,8.4814,5587.60
Kartierung Versuch 3,4,67,2-3 m,2.095710,2.109946,14.2358,6792.81
Kartierung Versuch 3,4,68,2-3 m,2.095710,2.109427,13.7171,6545.30
Kartierung Versuch 3,4,100,1-2 m,1.638780,1.650259,11.4794,7004.82
Kartierung Versuch 3,4,101,1-2 m,1.501200,1.509674,8.4749,5645.40
Kartierung Versuch 3,4,102,1-2 m,1.594240,1.598530,4.2901,2691.01
Kartierung Versuch 3,4,103,1-2 m,1.884038,1.888822,4.7834,2538.92
Kartierung Versuch 3,4,104,1-2 m,1.116065,1.125802,9.7375,8724.81
Kartierung Versuch 3,4,105,0-1 m,0.906697,0.911560,4.8632,5363.59
Kartierung Versuch 3,4,106,1-2 m,1.076151,1.077101,0.9505,883.23
Kartierung Versuch 3,4,107,1-2 m,1.452446,1.454797,2.3503,1618.18
Kartierung Versuch 3,4,108,1-2 m,1.884038,1.898345,14.3067,7593.66
Kartierung Versuch 3,4,109,1-2 m,1.295222,1.305970,10.7476,8297.87
Kartierung Versuch 3,4,110,1-2 m,1.765673,1.776429,10.7561,6091.79
Kartierung Versuch 3,4,111,2-3 m,2.359152,2.372549,13.3963,5678.44
Kartierung Versuch 3,4,112,1-2 m,1.884038,1.896098,12.0597,6400.98
Kartierung Versuch 3,4,113,1-2 m,1.295222,1.302911,7.6886,5936.10
Kartierung Versuch 3,4,114,1-2 m,1.765673,1.778353,12.6804,7181.64
Kartierung Versuch 3,4,115,2-3 m,2.359152,2.374278,15.1252,6411.30
Kartierung Versuch 3,4,116,1-2 m,1.116065,1.121982,5.9174,5302.00
Kartierung Versuch 3,4,117,0-1 m,0.906697,0.914652,7.9551,8773.71
Kartierung Versuch 3,4,118,1-2 m,1.076151,1.089919,13.7689,12794.61
Kartierung Versuch 3,4,119,1-2 m,1.452446,1.468379,15.9327,10969.54
Kartierung Versuch 3,4,120,1-2 m,1.638780,1.650379,11.5994,7078.09
Kartierung Versuch 3,4,121,1-2 m,1.501200,1.515626,14.4266,9610.08
Kartierung Versuch 3,4,122,1-2 m,1.594240,1.612452,18.2121,11423.66
Kartierung Versuch 3,4,123,1-2 m,1.884038,1.904013,19.9744,10601.91
Kartierung Versuch 3,4,200,2-3 m,2.073216,2.088833,15.6174,7532.91
Kartierung Versuch 3,4,202,2-3 m,2.073216,2.084547,11.3310,5465.40
Kartierung Versuch 3,4,203,2-3 m,2.465568,2.483951,18.3835,7456.08
Kartierung Versuch 3,5,6,0-1 m,0.480000,0.484364,4.3643,9092.27
Kartierung Versuch 3,5,7,0-1 m,0.480000,0.484621,4.6210,9627.04
Kartierung Versuch 3,5,8,0-1 m,0.678823,0.682619,3.7969,5593.32
Kartierung Versuch 3,5,9,0-1 m,0.339411,0.343478,4.0665,11981.02
Kartierung Versuch 3,5,10,0-1 m,0.758947,0.764385,5.4386,7166.03
Kartierung Versuch 3,5,11,0-1 m,0.339411,0.343743,4.3320,12763.17
Kartierung Versuch 3,5,12,0-1 m,0.758947,0.764385,5.4384,7165.79
Kartierung Versuch 3,5,13,0-1 m,0.240000,0.241806,1.8064,7526.77
Kartierung Versuch 3,5,14,0-1 m,0.720000,0.726258,6.2577,8691.25
Kartierung Versuch 3,5,15,0-1 m,0.536656,0.543181,6.5245,12157.78
Kartierung Versuch 3,5,16,0-1 m,0.865332,0.870638,5.3053,6130.89
Kartierung Versuch 3,5,17,0-1 m,0.240000,0.241853,1.8528,7719.89
Kartierung Versuch 3,5,18,0-1 m,0.536656,0.543026,6.3692,11868.32
Kartierung Versuch 3,5,19,0-1 m,0.720000,0.726793,6.7935,9435.39
Kartierung Versuch 3,5,20,0-1 m,0.865332,0.870844,5.5121,6369.96
Kartierung Versuch 3,5,21,0-1 m,0.339411,0.340103,0.6919,2038.53
Kartierung Versuch 3,5,22,0-1 m,0.758947,0.766627,7.6801,10119.44
Kartierung Versuch 3,5,23,0-1 m,0.758947,0.767160,8.2133,10821.99
Kartierung Versuch 3,5,24,1-2 m,1.018234,1.024426,6.1926,6081.70
Kartierung Versuch 3,5,25,0-1 m,0.536656,0.542073,5.4163,10092.66
Kartierung Versuch 3,5,26,0-1 m,0.989545,0.996280,6.7348,6805.95
Kartierung Versuch 3,5,27,0-1 m,0.480000,0.483897,3.8974,8119.52
Kartierung Versuch 3,5,28,0-1 m,0.678823,0.686932,8.1096,11946.54
Kartierung Versuch 3,5,29,0-1 m,0.960000,0.967791,7.7915,8116.14
Kartierung Versuch 3,5,30,1-2 m,1.073313,1.079827,6.5148,6069.76
Kartierung Versuch 3,5,31,0-1 m,0.536656,0.538569,1.9131,3564.93
Kartierung Versuch 3,5,32,0-1 m,0.865332,0.875214,9.8818,11419.70
Kartierung Versuch 3,5,33,0-1 m,0.989545,0.998207,8.6613,8752.79
Kartierung Versuch 3,5,34,1-2 m,1.200000,1.206598,6.5977,5498.08
Kartierung Versuch 3,5,35,0-1 m,0.989545,1.002048,12.5027,12634.75
Kartierung Versuch 3,5,36,0-1 m,0.989545,0.998022,8.4762,8565.77
Kartierung Versuch 3,5,37,1-2 m,1.459863,1.465231,5.3676,3676.77
Kartierung Versuch 3,5,38,1-2 m,1.459863,1.468992,9.1286,6253.05
Kartierung Versuch 3,5,39,1-2 m,1.025280,1.032185,6.9041,6733.83
Kartierung Versuch 3,5,40,1-2 m,1.275617,1.291043,15.4259,12092.90
Kartierung Versuch 3,5,41,1-2 m,1.484318,1.494660,10.3420,6967.50
Kartierung Versuch 3,5,42,1-2 m,1.667093,1.671027,3.9342,2359.90
Kartierung Versuch 3,5,43,2-3 m,2.054069,2.066373,12.3036,5989.88
Kartierung Versuch 3,5,44,1-2 m,1.578354,1.595408,17.0546,10805.31
Kartierung Versuch 3,5,45,1-2 m,1.578354,1.590609,12.2553,7764.61
Kartierung Versuch 3,5,46,2-3 m,2.054069,2.062542,8.4733,4125.15
Kartierung Versuch 3,5,47,1-2 m,1.601000,1.613259,12.2591,7657.17
Kartierung Versuch 3,5,48,1-2 m,1.771779,1.790157,18.3783,10372.82
Kartierung Versuch 3,5,49,2-3 m,2.071521,2.083168,11.6466,5622.25
Kartierung Versuch 3,5,50,2-3 m,2.206173,2.216071,9.8974,4486.23
Kartierung Versuch 3,5,51,2-3 m,2.173292,2.189778,16.4859,7585.68
Kartierung Versuch 3,5,52,2-3 m,2.650887,2.665476,14.5891,5503.48
Kartierung Versuch 3,5,53,2-3 m,2.254595,2.267898,13.3024,5900.14
Kartierung Versuch 3,5,54,2-3 m,2.497038,2.510667,13.6287,5457.93
Kartierung Versuch 3,5,55,1-2 m,1.730665,1.744062,13.3973,7741.11
Kartierung Versuch 3,5,56,2-3 m,2.036468,2.043050,6.5827,3232.39
Kartierung Versuch 3,5,57,1-2 m,1.357645,1.364514,6.8692,5059.64
Kartierung Versuch 3,5,58,1-2 m,1.730665,1.747509,16.8442,9732.79
Kartierung Versuch 3,5,59,1-2 m,1.831721,1.843576,11.8555,6472.34
Kartierung Versuch 3,5,60,2-3 m,2.123017,2.141849,18.8323,8870.53
Kartierung Versuch 3,5,61,0-1 m,0.989545,0.994756,5.2103,5265.35
Kartierung Versuch 3,5,62,1-2 m,1.200000,1.212762,12.7625,10635.39
Kartierung Versuch 3,5,63,1-2 m,1.578354,1.587820,9.4666,5997.80
Kartierung Versuch 3,5,64,1-2 m,1.718139,1.732455,14.3166,8332.60
Kartierung Versuch 3,5,65,1-2 m,1.459863,1.470789,10.9259,7484.17
Kartierung Versuch 3,5,66,1-2 m,1.609969,1.618496,8.5274,5296.61
Kartierung Versuch 3,5,67,2-3 m,2.054069,2.067025,12.9556,6307.31
Kartierung Versuch 3,5,68,2-3 m,2.163331,2.176764,13.4334,6209.60
Kartierung Versuch 3,5,100,1-2 m,1.860967,1.874484,13.5164,7263.10
Kartierung Versuch 3,5,101,1-2 m,1.741034,1.751762,10.7274,6161.50
Kartierung Versuch 3,5,102,1-2 m,1.821867,1.828433,6.5661,3604.07
Kartierung Versuch 3,5,103,2-3 m,2.080192,2.086624,6.4320,3092.04
Kartierung Versuch 3,5,104,1-2 m,1.317270,1.328867,11.5974,8804.15
Kartierung Versuch 3,5,105,1-2 m,1.145295,1.152355,7.0601,6164.44
Kartierung Versuch 3,5,106,1-2 m,1.283628,1.286386,2.7584,2148.94
Kartierung Versuch 3,5,107,1-2 m,1.612203,1.615286,3.0825,1911.98
Kartierung Versuch 3,5,108,1-2 m,1.936801,1.952484,15.6827,8097.20
Kartierung Versuch 3,5,109,1-2 m,1.370839,1.383428,12.5888,9183.26
Kartierung Versuch 3,5,110,1-2 m,1.821867,1.832313,10.4458,5733.58
Kartierung Versuch 3,5,111,2-3 m,2.401500,2.414172,12.6726,5276.95
Kartierung Versuch 3,5,112,1-2 m,1.860967,1.873478,12.5103,6722.47
Kartierung Versuch 3,5,113,1-2 m,1.261428,1.269690,8.2621,6549.77
Kartierung Versuch 3,5,114,1-2 m,1.741034,1.752626,11.5916,6657.90
Kartierung Versuch 3,5,115,2-3 m,2.340769,2.354725,13.9554,5961.89
Kartierung Versuch 3,5,116,0-1 m,0.933381,0.937375,3.9936,4278.60
Kartierung Versuch 3,5,117,0-1 m,0.669104,0.674612,5.5076,8231.36
Kartierung Versuch 3,5,118,0-1 m,0.885268,0.897225,11.9565,13506.12
Kartierung Versuch 3,5,119,1-2 m,1.317270,1.331418,14.1477,10740.16
Kartierung Versuch 3,5,120,1-2 m,1.422392,1.431824,9.4316,6630.81
Kartierung Versuch 3,5,121,1-2 m,1.261428,1.273548,12.1206,9608.67
Kartierung Versuch 3,5,122,1-2 m,1.370839,1.387018,16.1788,11802.13
Kartierung Versuch 3,5,123,1-2 m,1.699176,1.717120,17.9433,10560.00
Kartierung Versuch 3,5,200,2-3 m,2.231552,2.248452,16.9002,7573.28
Kartierung Versuch 3,5,202,1-2 m,1.931793,1.942298,10.5048,5437.85
Kartierung Versuch 3,5,203,2-3 m,2.347898,2.364720,16.8218,7164.61
Kartierung Versuch 3,6,7,0-1 m,0.678823,0.687269,8.4464,12442.76
Kartierung Versuch 3,6,8,0-1 m,0.480000,0.484181,4.1808,8710.05
Kartierung Versuch 3,6,9,0-1 m,0.758947,0.767155,8.2084,10815.49
Kartierung Versuch 3,6,10,0-1 m,0.339411,0.341602,2.1908,6454.65
Kartierung Versuch 3,6,11,0-1 m,0.339411,0.340567,1.1557,3405.02
Kartierung Versuch 3,6,12,0-1 m,0.758947,0.766988,8.0417,10595.86
Kartierung Versuch 3,6,13,0-1 m,0.720000,0.726171,6.1707,8570.40
Kartierung Versuch 3,6,14,0-1 m,0.240000,0.241894,1.8943,7892.84
Kartierung Versuch 3,6,15,0-1 m,0.865332,0.875890,10.5574,12200.39
Kartierung Versuch 3,6,16,0-1 m,0.536656,0.540275,3.6190,6743.66
Kartierung Versuch 3,6,17,0-1 m,0.536656,0.539098,2.4419,4550.12
Kartierung Versuch 3,6,18,0-1 m,0.240000,0.241299,1.2990,5412.68
Kartierung Versuch 3,6,19,0-1 m,0.865332,0.875758,10.4253,12047.70
Kartierung Versuch 3,6,20,0-1 m,0.720000,0.726738,6.7383,9358.73
Kartierung Versuch 3,6,21,0-1 m,0.758947,0.762647,3.7002,4875.38
Kartierung Versuch 3,6,22,0-1 m,0.339411,0.342345,2.9342,8645.00
Kartierung Versuch 3,6,23,1-2 m,1.018234,1.030309,12.0756,11859.33
Kartierung Versuch 3,6,24,0-1 m,0.758947,0.764718,5.7710,7603.94
Kartierung Versuch 3,6,25,0-1 m,0.989545,0.999280,9.7344,9837.24
Kartierung Versuch 3,6,26,0-1 m,0.536656,0.539702,3.0452,5674.46
Kartierung Versuch 3,6,27,0-1 m,0.960000,0.968261,8.2615,8605.69
Kartierung Versuch 3,6,28,1-2 m,1.073313,1.085484,12.1718,11340.44
Kartierung Versuch 3,6,29,0-1 m,0.480000,0.483428,3.4284,7142.41
Kartierung Versuch 3,6,30,0-1 m,0.678823,0.682669,3.8466,5666.55
Kartierung Versuch 3,6,31,0-1 m,0.989545,0.995233,5.6881,5748.23
Kartierung Versuch 3,6,32,1-2 m,1.200000,1.213674,13.6741,11395.06
Kartierung Versuch 3,6,33,0-1 m,0.536656,0.540744,4.0882,7617.88
Kartierung Versuch 3,6,34,0-1 m,0.865332,0.870342,5.0096,5789.18
Kartierung Versuch 3,6,35,0-1 m,0.989545,0.997096,7.5508,7630.61
Kartierung Versuch 3,6,36,1-2 m,1.459863,1.472681,12.8185,8780.60
Kartierung Versuch 3,6,37,1-2 m,1.459863,1.469126,9.2632,6345.27
Kartierung Versuch 3,6,38,0-1 m,0.989545,0.994682,5.1362,5190.46
Kartierung Versuch 3,6,39,1-2 m,1.275617,1.281448,5.8306,4570.79
Kartierung Versuch 3,6,40,1-2 m,1.025280,1.035875,10.5944,10333.21
Kartierung Versuch 3,6,41,1-2 m,1.667093,1.682245,15.1518,9088.75
Kartierung Versuch 3,6,42,1-2 m,1.484318,1.489365,5.0470,3400.24
Kartierung Versuch 3,6,43,1-2 m,1.578354,1.586513,8.1596,5169.67
Kartierung Versuch 3,6,44,1-2 m,1.578354,1.591693,13.3396,8451.59
Kartierung Versuch 3,6,45,2-3 m,2.054069,2.070784,16.7152,8137.60
Kartierung Versuch 3,6,46,2-3 m,2.054069,2.066841,12.7721,6217.96
Kartierung Versuch 3,6,47,1-2 m,1.771779,1.782659,10.8806,6141.06
Kartierung Versuch 3,6,48,1-2 m,1.601000,1.615160,14.1606,8844.85
Kartierung Versuch 3,6,49,2-3 m,2.206173,2.222484,16.3104,7393.08
Kartierung Versuch 3,6,50,2-3 m,2.071521,2.083668,12.1473,5863.96
Kartierung Versuch 3,6,51,2-3 m,2.650887,2.671841,20.9544,7904.67
Kartierung Versuch 3,6,52,2-3 m,2.173292,2.183624,10.3320,4754.08
Kartierung Versuch 3,6,53,2-3 m,2.497038,2.515108,18.0695,7236.37
Kartierung Versuch 3,6,54,2-3 m,2.254595,2.268509,13.9134,6171.15
Kartierung Versuch 3,6,55,2-3 m,2.036468,2.054468,18.0002,8838.95
Kartierung Versuch 3,6,56,1-2 m,1.730665,1.735824,5.1589,2980.89
Kartierung Versuch 3,6,57,1-2 m,1.730665,1.739158,8.4930,4907.34
Kartierung Versuch 3,6,58,1-2 m,1.357645,1.370068,12.4225,9150.03
Kartierung Versuch 3,6,59,2-3 m,2.123017,2.135279,12.2618,5775.67
Kartierung Versuch 3,6,60,1-2 m,1.831721,1.846534,14.8139,8087.41
Kartierung Versuch 3,6,61,1-2 m,1.459863,1.469212,9.3488,6403.88
Kartierung Versuch 3,6,62,1-2 m,1.609969,1.626783,16.8142,10443.82
Kartierung Versuch 3,6,63,2-3 m,2.054069,2.067675,13.6062,6624.02
Kartierung Versuch 3,6,64,2-3 m,2.163331,2.182102,18.7708,8676.80
Kartierung Versuch 3,6,65,0-1 m,0.989545,0.995908,6.3627,6429.92
Kartierung Versuch 3,6,66,1-2 m,1.200000,1.205685,5.6853,4737.72
Kartierung Versuch 3,6,67,1-2 m,1.578354,1.586810,8.4568,5358.01
Kartierung Versuch 3,6,68,1-2 m,1.718139,1.728010,9.8719,5745.72
Kartierung Versuch 3,6,100,2-3 m,2.080192,2.098485,18.2928,8793.80
Kartierung Versuch 3,6,101,1-2 m,1.821867,1.837413,15.5460,8532.99
Kartierung Versuch 3,6,102,1-2 m,1.741034,1.750867,9.8328,5647.68
Kartierung Versuch 3,6,103,1-2 m,1.860967,1.867864,6.8967,3705.99
Kartierung Versuch 3,6,104,1-2 m,1.612203,1.628653,16.4492,10202.92
Kartierung Versuch 3,6,105,1-2 m,1.283628,1.295732,12.1042,9429.64
Kartierung Versuch 3,6,106,1-2 m,1.145295,1.149929,4.6348,4046.78
Kartierung Versuch 3,6,107,1-2 m,1.317270,1.319042,1.7724,1345.52
Kartierung Versuch 3,6,108,2-3 m,2.401500,2.421655,20.1555,8392.89
Kartierung Versuch 3,6,109,1-2 m,1.821867,1.838729,16.8618,9255.20
Kartierung Versuch 3,6,110,1-2 m,1.370839,1.377737,6.8981,5032.03
Kartierung Versuch 3,6,111,1-2 m,1.936801,1.945470,8.6686,4475.73
Kartierung Versuch 3,6,112,2-3 m,2.340769,2.357603,16.8336,7191.47
Kartierung Versuch 3,6,113,1-2 m,1.741034,1.753624,12.5901,7231.41
Kartierung Versuch 3,6,114,1-2 m,1.261428,1.268601,7.1734,5686.69
Kartierung Versuch 3,6,115,1-2 m,1.860967,1.870530,9.5625,5138.47
Kartierung Versuch 3,6,116,1-2 m,1.317270,1.323221,5.9511,4517.76
Kartierung Versuch 3,6,117,0-1 m,0.885268,0.888257,2.9884,3375.65
Kartierung Versuch 3,6,118,0-1 m,0.669104,0.675770,6.6661,9962.69
Kartierung Versuch 3,6,119,0-1 m,0.933381,0.942848,9.4667,10142.33
Kartierung Versuch 3,6,120,1-2 m,1.699176,1.708693,9.5165,5600.67
Kartierung Versuch 3,6,121,1-2 m,1.370839,1.379836,8.9963,6562.66
Kartierung Versuch 3,6,122,1-2 m,1.261428,1.272991,11.5631,9166.72
Kartierung Versuch 3,6,123,1-2 m,1.422392,1.435996,13.6033,9563.65
Kartierung Versuch 3,6,200,2-3 m,2.600120,2.622424,22.3036,8577.89
Kartierung Versuch 3,6,202,2-3 m,2.347898,2.361558,13.6604,5818.12
Kartierung Versuch 3,6,203,1-2 m,1.931793,1.943816,12.0232,6223.85
Kartierung Versuch 3,7,8,0-1 m,0.480000,0.484160,4.1598,8666.26
Kartierung Versuch 3,7,9,0-1 m,0.339411,0.341544,2.1329,6283.98
Kartierung Versuch 3,7,10,0-1 m,0.758947,0.767019,8.0724,10636.29
Kartierung Versuch 3,7,11,0-1 m,0.758947,0.767281,8.3348,10982.03
Kartierung Versuch 3,7,12,0-1 m,0.339411,0.341382,1.9710,5807.06
Kartierung Versuch 3,7,13,0-1 m,0.536656,0.540397,3.7410,6970.87
Kartierung Versuch 3,7,14,0-1 m,0.865332,0.875125,9.7932,11317.23
Kartierung Versuch 3,7,15,0-1 m,0.240000,0.242231,2.2311,9296.41
Kartierung Versuch 3,7,16,0-1 m,0.720000,0.726306,6.3060,8758.38
Kartierung Versuch 3,7,17,0-1 m,0.720000,0.726472,6.4722,8989.11
Kartierung Versuch 3,7,18,0-1 m,0.865332,0.875490,10.1578,11738.60
Kartierung Versuch 3,7,19,0-1 m,0.240000,0.242173,2.1726,9052.30
Kartierung Versuch 3,7,20,0-1 m,0.536656,0.540106,3.4498,6428.35
Kartierung Versuch 3,7,21,0-1 m,0.758947,0.764072,5.1257,6753.75
Kartierung Versuch 3,7,22,1-2 m,1.018234,1.029613,11.3795,11175.69
Kartierung Versuch 3,7,23,0-1 m,0.339411,0.343040,3.6292,10692.55
Kartierung Versuch 3,7,24,0-1 m,0.758947,0.764230,5.2838,6962.04
Kartierung Versuch 3,7,25,0-1 m,0.536656,0.540107,3.4502,6429.10
Kartierung Versuch 3,7,26,0-1 m,0.989545,0.998676,9.1309,9227.35
Kartierung Versuch 3,7,27,0-1 m,0.678823,0.683189,4.3662,6432.06
